iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
NGA,Africa,Nigeria,2020-03-04,1.0,0.0,0.143,,,,0.005,0.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-03-05,1.0,0.0,0.143,,,,0.005,0.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-03-06,1.0,0.0,0.0,,,,0.005,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-03-07,1.0,0.0,0.0,,,,0.005,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-03-08,1.0,0.0,0.0,,,,0.005,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-03-09,2.0,1.0,0.143,,,,0.009,0.005,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-03-10,2.0,0.0,0.143,,,,0.009,0.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-03-11,2.0,0.0,0.143,,,,0.009,0.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-03-12,2.0,0.0,0.143,,,,0.009,0.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-03-13,2.0,0.0,0.143,,,,0.009,0.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-03-14,2.0,0.0,0.143,,,,0.009,0.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-03-15,2.0,0.0,0.143,,,,0.009,0.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-03-16,2.0,0.0,0.0,,,,0.009,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-03-17,3.0,1.0,0.143,,,,0.014,0.005,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-03-18,8.0,5.0,0.857,,,,0.038,0.024,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.46,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-03-19,8.0,0.0,0.857,,,,0.038,0.0,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.46,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-03-20,12.0,4.0,1.429,,,,0.057,0.019,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.8,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-03-21,22.0,10.0,2.857,,,,0.104,0.047,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.8,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-03-22,30.0,8.0,4.0,,,,0.142,0.038,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.8,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-03-23,40.0,10.0,5.429,1.0,1.0,0.143,0.189,0.047,0.026,0.005,0.005,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.61,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-03-24,44.0,4.0,5.857,1.0,0.0,0.143,0.208,0.019,0.028,0.005,0.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.61,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-03-25,51.0,7.0,6.143,1.0,0.0,0.143,0.241,0.033,0.029,0.005,0.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.61,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-03-26,65.0,14.0,8.143,1.0,0.0,0.143,0.307,0.066,0.039,0.005,0.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.31,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-03-27,70.0,5.0,8.286,1.0,0.0,0.143,0.331,0.024,0.039,0.005,0.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.31,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-03-28,89.0,19.0,9.571,1.0,0.0,0.143,0.421,0.09,0.045,0.005,0.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.09,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-03-29,111.0,22.0,11.571,1.0,0.0,0.143,0.525,0.104,0.055,0.005,0.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.87,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-03-30,131.0,20.0,13.0,2.0,1.0,0.143,0.62,0.095,0.061,0.009,0.005,0.001,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.87,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-03-31,135.0,4.0,13.0,2.0,0.0,0.143,0.639,0.019,0.061,0.009,0.0,0.001,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.87,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-04-01,174.0,39.0,17.571,2.0,0.0,0.143,0.823,0.184,0.083,0.009,0.0,0.001,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.87,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-04-02,184.0,10.0,17.0,2.0,0.0,0.143,0.87,0.047,0.08,0.009,0.0,0.001,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.87,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-04-03,210.0,26.0,20.0,4.0,2.0,0.429,0.993,0.123,0.095,0.019,0.009,0.002,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.87,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-04-04,214.0,4.0,17.857,4.0,0.0,0.429,1.012,0.019,0.084,0.019,0.0,0.002,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.87,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-04-05,232.0,18.0,17.286,5.0,1.0,0.571,1.097,0.085,0.082,0.024,0.005,0.003,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.87,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-04-06,238.0,6.0,15.286,5.0,0.0,0.429,1.126,0.028,0.072,0.024,0.0,0.002,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.87,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-04-07,254.0,16.0,17.0,6.0,1.0,0.571,1.202,0.076,0.08,0.028,0.005,0.003,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.87,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-04-08,276.0,22.0,14.571,6.0,0.0,0.571,1.306,0.104,0.069,0.028,0.0,0.003,1.3,,,,,,,,,,5000.0,0.024,,,,,,samples tested,,,,,,,,,,,,,,82.87,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-04-09,288.0,12.0,14.857,7.0,1.0,0.714,1.362,0.057,0.07,0.033,0.005,0.003,1.32,,,,,,,,,,,,,,,,,samples tested,,,,,,,,,,,,,,82.87,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-04-10,305.0,17.0,13.571,7.0,0.0,0.429,1.443,0.08,0.064,0.033,0.0,0.002,1.35,,,,,,,,,,,,,,,,,samples tested,,,,,,,,,,,,,,82.87,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-04-11,318.0,13.0,14.857,10.0,3.0,0.857,1.504,0.061,0.07,0.047,0.014,0.004,1.38,,,,,,,,,,,,,,,,,samples tested,,,,,,,,,,,,,,82.87,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-04-12,323.0,5.0,13.0,10.0,0.0,0.714,1.528,0.024,0.061,0.047,0.0,0.003,1.42,,,,,,,,,,,,,,,,,samples tested,,,,,,,,,,,,,,82.87,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-04-13,343.0,20.0,15.0,10.0,0.0,0.714,1.623,0.095,0.071,0.047,0.0,0.003,1.46,,,,,,,,,,,,,,,,,samples tested,,,,,,,,,,,,,,82.87,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-04-14,373.0,30.0,17.0,11.0,1.0,0.714,1.764,0.142,0.08,0.052,0.005,0.003,1.51,,,,,,,,,,,,,,,,,samples tested,,,,,,,,,,,,,,82.87,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-04-15,407.0,34.0,18.714,12.0,1.0,0.857,1.925,0.161,0.089,0.057,0.005,0.004,1.54,,,,,,,,,,,,,206.0,0.001,0.0908,11.0,samples tested,,,,,,,,,,,,,,82.87,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-04-16,442.0,35.0,22.0,13.0,1.0,0.857,2.091,0.166,0.104,0.061,0.005,0.004,1.58,,,,,,,,,,6649.0,0.031,,206.0,0.001,0.1068,9.4,samples tested,,,,,,,,,,,,,,82.87,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-04-17,493.0,51.0,26.857,17.0,4.0,1.429,2.332,0.241,0.127,0.08,0.019,0.007,1.62,,,,,,,,,504.0,7153.0,0.034,0.002,249.0,0.001,0.1079,9.3,samples tested,,,,,,,,,,,,,,82.87,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-04-18,542.0,49.0,32.0,19.0,2.0,1.286,2.564,0.232,0.151,0.09,0.009,0.006,1.65,,,,,,,,,,,,,288.0,0.001,0.1111,9.0,samples tested,,,,,,,,,,,,,,82.87,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-04-19,627.0,85.0,43.429,21.0,2.0,1.571,2.966,0.402,0.205,0.099,0.009,0.007,1.67,,,,,,,,,,,,,328.0,0.002,0.1324,7.6,samples tested,,,,,,,,,,,,,,82.87,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-04-20,665.0,38.0,46.0,22.0,1.0,1.714,3.146,0.18,0.218,0.104,0.005,0.008,1.68,,,,,,,,,,,,,368.0,0.002,0.125,8.0,samples tested,,,,,,,,,,,,,,82.87,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-04-21,665.0,0.0,41.714,22.0,0.0,1.571,3.146,0.0,0.197,0.104,0.0,0.007,1.69,,,,,,,,,,,,,408.0,0.002,0.1022,9.8,samples tested,,,,,,,,,,,,,,82.87,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-04-22,873.0,208.0,66.571,28.0,6.0,2.286,4.13,0.984,0.315,0.132,0.028,0.011,1.72,,,,,,,,,,,,,448.0,0.002,0.1486,6.7,samples tested,,,,,,,,,,,,,,82.87,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-04-23,981.0,108.0,77.0,31.0,3.0,2.571,4.64,0.511,0.364,0.147,0.014,0.012,1.7,,,,,,,,,,10061.0,0.048,,487.0,0.002,0.1581,6.3,samples tested,,,,,,,,,,,,,,85.65,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-04-24,1095.0,114.0,86.0,32.0,1.0,2.143,5.18,0.539,0.407,0.151,0.005,0.01,1.68,,,,,,,,,,,,,477.0,0.002,0.1803,5.5,samples tested,,,,,,,,,,,,,,85.65,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-04-25,1182.0,87.0,91.429,35.0,3.0,2.286,5.591,0.412,0.432,0.166,0.014,0.011,1.66,,,,,,,,,,10918.0,0.052,,469.0,0.002,0.1949,5.1,samples tested,,,,,,,,,,,,,,85.65,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-04-26,1273.0,91.0,92.286,40.0,5.0,2.714,6.022,0.43,0.437,0.189,0.024,0.013,1.64,,,,,,,,,,,,,451.0,0.002,0.2046,4.9,samples tested,,,,,,,,,,,,,,85.65,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-04-27,1337.0,64.0,96.0,40.0,0.0,2.571,6.324,0.303,0.454,0.189,0.0,0.012,1.63,,,,,,,,,,,,,434.0,0.002,0.2212,4.5,samples tested,,,,,,,,,,,,,,85.65,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-04-28,1532.0,195.0,123.857,44.0,4.0,3.143,7.247,0.922,0.586,0.208,0.019,0.015,1.63,,,,,,,,,,12004.0,0.057,,416.0,0.002,0.2977,3.4,samples tested,,,,,,,,,,,,,,85.65,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-04-29,1728.0,196.0,122.143,51.0,7.0,3.286,8.174,0.927,0.578,0.241,0.033,0.016,1.61,,,,,,,,,824.0,12828.0,0.061,0.004,465.0,0.002,0.2627,3.8,samples tested,,,,,,,,,,,,,,85.65,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
NGA,Africa,Nigeria,2020-04-30,1932.0,204.0,135.857,58.0,7.0,3.857,9.139,0.965,0.643,0.274,0.033,0.018,1.59,,,,,,,,,,,,,605.0,0.003,0.2246,4.5,samples tested,,,,,,,,,,,,,,85.65,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
